time="2020-05-26T13:49:19-04:00" level=info msg="Starting to link FHIR endpoints to npi organizations"
Resulting Token Counts:
Name: INC       Value: 6330
Name: VIRGINIA       Value: 43
Name: TRI       Value: 43
Name: F       Value: 43
Name: LINCOLN       Value: 43
Name: PODIATRY       Value: 43
Name: ALLEGHENY       Value: 43
Name: PLUS       Value: 43
Name: ABCM       Value: 42
Name: PLACE       Value: 42
Name: GEORGIA       Value: 42
Name: 1       Value: 42
Name: LAKES       Value: 42
Name: ROBERT       Value: 42
Name: CHICAGO       Value: 41
Name: CREEK       Value: 41
Name: DEPT       Value: 41
Name: DALLAS       Value: 41
Name: DOUGLAS       Value: 41
Name: N       Value: 41
Name: I       Value: 41
Name: JOHNSON       Value: 40
Name: CHRISTUS       Value: 40
Name: LUKES       Value: 40
Name: LONG       Value: 40
Name: COLUMBUS       Value: 40
Name: OXYGEN       Value: 40
Name: DIAGNOSTICS       Value: 40
Name: COLORADO       Value: 39
Name: VISTA       Value: 39
Name: ISLAND       Value: 39
Name: MID       Value: 39
Name: WHITE       Value: 39
Name: RIVERSIDE       Value: 39
Name: PROVIDER       Value: 39
Name: VNA       Value: 39
Name: HEARING       Value: 38
Name: CARDIOVASCULAR       Value: 38
Name: CHOICE       Value: 38
Name: TAMPA       Value: 38
Name: PREMIER       Value: 38
Name: ARIZONA       Value: 38
Name: SAMARITAN       Value: 38
Name: VASCULAR       Value: 38
Name: TENNESSEE       Value: 37
Name: GREATER       Value: 37
Name: FRANCIS       Value: 37
Name: MICHIGAN       Value: 37
Name: NEUROLOGY       Value: 37
Name: JEFFERSON       Value: 37
Name: URGENT       Value: 37
Name: REGENCY       Value: 36
Name: TOWNSHIP       Value: 36
Name: OPTICAL       Value: 36
Name: PROTECTION       Value: 36
Name: PARTNERSHIP       Value: 36
Name: SOUTHEAST       Value: 35
Name: BAYLOR       Value: 35
Name: CEDAR       Value: 35
Name: HIGHLAND       Value: 35
Name: OFFICE       Value: 35
Name: COMPREHENSIVE       Value: 35
Name: KIDNEY       Value: 35
Name: ALL       Value: 34
Name: CUMBERLAND       Value: 34
Name: LOUISIANA       Value: 34
Name: PAUL       Value: 34
Name: CTR       Value: 34
Name: CENTRE       Value: 34
Name: EL       Value: 34
Name: ACQUISITION       Value: 34
Name: MIDWEST       Value: 34
Name: METRO       Value: 34
Name: WILLIAM       Value: 33
Name: SCOTT       Value: 33
Name: MOBILE       Value: 33
Name: TREATMENT       Value: 33
Name: PLAZA       Value: 33
Name: CIGNA       Value: 33
Name: YORK       Value: 33
Name: INDIANA       Value: 33
Name: OBGYN       Value: 33
Name: RX       Value: 33
Name: MADISON       Value: 33
Name: TRINITY       Value: 32
Name: DRS       Value: 32
Name: DISCOUNT       Value: 32
Name: ORTHOPEDICS       Value: 32
Name: UNIT       Value: 32
Name: RICHARD       Value: 32
Name: GRAND       Value: 32
Name: DENTISTRY       Value: 32
Name: RESOURCES       Value: 32
Name: ILLINOIS       Value: 32
Name: THOMAS       Value: 32
Name: SIERRA       Value: 31
Name: PENNSYLVANIA       Value: 31
Name: PROGRAM       Value: 31
Name: ALLIANCE       Value: 31
Name: HOUSTON       Value: 31
Name: BEST       Value: 31
Name: DISEASE       Value: 31
Name: LABORATORIO       Value: 31
Name: MEDFUND       Value: 31
Name: PS       Value: 31
Name: PLAINS       Value: 31
Name: GROVE       Value: 31
Name: T       Value: 31
Name: FRANKLIN       Value: 31
Name: MARION       Value: 30
Name: OKLAHOMA       Value: 30
Name: TRINITAS       Value: 30
Name: LAB       Value: 30
Name: MIAMI       Value: 30
Name: RENAL       Value: 30
Name: ROCKY       Value: 30
Name: JEWISH       Value: 30
Name: PRESBYTERIAN       Value: 30
Name: VIBRANTCARE       Value: 30
Name: CHRISTIAN       Value: 30
Name: FORT       Value: 30
Name: SANTA       Value: 29
Name: CHARLES       Value: 29
Name: CLINICO       Value: 29
Name: HANGER       Value: 29
Name: GYN       Value: 28
Name: ENGLAND       Value: 28
Name: HUMAN       Value: 28
Name: MERIDIAN       Value: 28
Name: ASTHMA       Value: 28
Name: GREEN       Value: 28
Name: SHOPPE       Value: 28
Name: ADULT       Value: 28
Name: LIBERTY       Value: 28
Name: BAPTIST       Value: 28
Name: FALLS       Value: 28
Name: NURSES       Value: 28
Name: ORANGE       Value: 28
Name: PALLIATIVE       Value: 28
Name: DOCTORS       Value: 28
Name: CLINICS       Value: 28
Name: MONTGOMERY       Value: 28
Name: ASSOCIATED       Value: 27
Name: CRITICAL       Value: 27
Name: TOTAL       Value: 27
Name: UNION       Value: 27
Name: AVERA       Value: 27
Name: DAY       Value: 27
Name: HARRIS       Value: 27
Name: KANSAS       Value: 27
Name: MONROE       Value: 27
Name: GULF       Value: 27
Name: CLINICA       Value: 27
Name: LIMITED       Value: 27
Name: ENT       Value: 27
Name: MARY       Value: 26
Name: NEWTON       Value: 26
Name: OB       Value: 26
Name: OAK       Value: 26
Name: NEVADA       Value: 26
Name: INDIAN       Value: 26
Name: OD       Value: 26
Name: PLEASANT       Value: 26
Name: WAYNE       Value: 26
Name: EAR       Value: 26
Name: HOPE       Value: 26
Name: TERRACE       Value: 26
Name: HEALTHTEXAS       Value: 26
Name: MARYLAND       Value: 26
Name: COLUMBIA       Value: 26
Name: GARDEN       Value: 26
Name: HARBOR       Value: 25
Name: PACIFIC       Value: 25
Name: LAWRENCE       Value: 25
Name: DAVIS       Value: 25
Name: NOVAMED       Value: 25
Name: COASTAL       Value: 25
Name: CONEMAUGH       Value: 25
Name: HEIGHTS       Value: 25
Name: HENRY       Value: 25
Name: ALBANY       Value: 25
Name: SUMMIT       Value: 25
Name: PLASTIC       Value: 25
Name: LOS       Value: 25
Name: DESERT       Value: 25
Name: JOINT       Value: 24
Name: GOLDEN       Value: 24
Name: ATLANTIC       Value: 24
Name: RENAISSANCE       Value: 24
Name: PINES       Value: 24
Name: HOPKINS       Value: 24
Name: AVENUE       Value: 24
Name: SALEM       Value: 24
Name: CHURCH       Value: 24
Name: TWIN       Value: 24
Name: POINTE       Value: 24
Name: IHS       Value: 24
Name: SISTERS       Value: 24
Name: BRACE       Value: 23
Name: FRANCISCAN       Value: 23
Name: USA       Value: 23
Name: OPHTHALMOLOGY       Value: 23
Name: ACCESS       Value: 23
Name: PARISH       Value: 23
Name: JOSEPHS       Value: 23
Name: NORTON       Value: 23
Name: NEBRASKA       Value: 23
Name: ORAL       Value: 23
Name: COURT       Value: 23
Name: MARTIN       Value: 23
Name: MRS       Value: 23
Name: PRAIRIE       Value: 23
Name: DME       Value: 23
Name: ARTS       Value: 23
Name: STAR       Value: 23
Name: ATLANTA       Value: 23
Name: EYECARE       Value: 23
Name: DELAWARE       Value: 23
Name: FREDERICK       Value: 23
Name: SMITH       Value: 23
Name: GARDENS       Value: 23
Name: POINT       Value: 23
Name: ALLIED       Value: 23
Name: CLAY       Value: 23
Name: U       Value: 22
Name: NATIONAL       Value: 22
Name: METHODIST       Value: 22
Name: ORTHOPAEDICS       Value: 22
Name: ATRIUM       Value: 22
Name: RED       Value: 22
Name: ANDERSON       Value: 22
Name: COUNCIL       Value: 22
Name: JOHNS       Value: 22
Name: MEADOWS       Value: 22
Name: LADY       Value: 22
Name: ARLINGTON       Value: 22
Name: EXPRESS       Value: 22
Name: LASER       Value: 22
Name: PSYCHIATRIC       Value: 22
Name: CLEVELAND       Value: 22
Name: MARSHALL       Value: 22
Name: PRODUCTS       Value: 22
Name: COMFORT       Value: 21
Name: GYNECOLOGY       Value: 21
Name: THROAT       Value: 21
Name: AGED       Value: 21
Name: MAPLE       Value: 21
Name: LAKEVIEW       Value: 21
Name: ADVANTAGE       Value: 21
Name: UPPER       Value: 21
Name: SOUTHEASTERN       Value: 21
Name: NOSE       Value: 21
Name: TOUCH       Value: 21
Name: SUPPORT       Value: 21
Name: DIABETIC       Value: 21
Name: GREAT       Value: 21
Name: IDAHO       Value: 21
Name: CARDIAC       Value: 21
Name: COLONIAL       Value: 21
Name: SKIN       Value: 21
Name: PLUMAS       Value: 21
Name: AIR       Value: 21
Name: DEKALB       Value: 21
Name: ROSEWOOD       Value: 21
Name: PLC       Value: 21
Name: NEUROLOGICAL       Value: 21
Name: SOUTHWESTERN       Value: 21
Name: PET       Value: 21
Name: ADVENTIST       Value: 21
Name: ANGELS       Value: 21
Name: CAPE       Value: 21
Name: ABUSE       Value: 21
Name: OBSTETRICS       Value: 21
Name: JACKSONVILLE       Value: 20
Name: COMPLETE       Value: 20
Name: UTAH       Value: 20
Name: APOTHECARY       Value: 20
Name: ORLANDO       Value: 20
Name: RESIDENCE       Value: 20
Name: RETINA       Value: 20
Name: REHABCLINICS       Value: 20
Name: LEHIGH       Value: 20
Name: ANTONIO       Value: 20
Name: INFECTIOUS       Value: 20
Name: DMD       Value: 20
Name: SHOP       Value: 20
Name: SA       Value: 20
Name: PHOENIX       Value: 20
Name: PENN       Value: 20
Name: DIABETES       Value: 20
Name: SULLIVAN       Value: 20
Name: WARREN       Value: 20
Name: FACILITIES       Value: 20
Name: PROGRESSIVE       Value: 20
Name: IT       Value: 20
Name: SAVE       Value: 20
Name: ROCK       Value: 20
Name: MT       Value: 20
Name: EDWARD       Value: 20
Name: PT       Value: 20
Name: TERM       Value: 20
Name: MISSOURI       Value: 19
Name: PINE       Value: 19
Name: SURGICENTER       Value: 19
Name: ARKANSAS       Value: 19
Name: ASSISTED       Value: 19
Name: SUN       Value: 19
Name: TRANSPORT       Value: 19
Name: DEDHAM       Value: 19
Name: WOOD       Value: 19
Name: OUR       Value: 19
Name: ELKHART       Value: 19
Name: PERRY       Value: 19
Name: VETERANS       Value: 19
Name: PARKVIEW       Value: 19
Name: RIVERS       Value: 19
Name: LC       Value: 19
Name: INTEGRATED       Value: 19
Name: ALABAMA       Value: 19
Name: APMC       Value: 19
Name: PERSONAL       Value: 19
Name: CONTINUING       Value: 19
Name: MOUNT       Value: 19
Name: COLLEGE       Value: 19
Name: CORNERSTONE       Value: 19
Name: WILLOW       Value: 19
Name: SPRINGFIELD       Value: 19
Name: HIGH       Value: 19
Name: 2       Value: 19
Name: GREENE       Value: 19
Name: RESIDENTIAL       Value: 19
Name: NH       Value: 19
Name: RIVERVIEW       Value: 19
Name: DELTA       Value: 19
Name: TALBERT       Value: 19
Name: DIGESTIVE       Value: 19
Name: ADAMS       Value: 18
Name: CHEROKEE       Value: 18
Name: HALL       Value: 18
Name: BALTIMORE       Value: 18
Name: LITTLE       Value: 18
Name: LOUISVILLE       Value: 18
Name: DISCOVERY       Value: 18
Name: RECOVER       Value: 18
Name: WOODS       Value: 18
Name: DECATUR       Value: 18
Name: QUEEN       Value: 18
Name: TAYLOR       Value: 18
Name: AGING       Value: 18
Name: PROFESSIONALS       Value: 18
Name: MAXILLOFACIAL       Value: 18
Name: ROAD       Value: 18
Name: RESOURCE       Value: 18
Name: LAUREL       Value: 18
Name: FRIENDSHIP       Value: 18
Name: DC       Value: 18
Name: HAND       Value: 18
Name: AID       Value: 18
Name: SCHUYLKILL       Value: 18
Name: WISCONSIN       Value: 18
Name: LANE       Value: 18
Name: FI       Value: 18
Name: HAMILTON       Value: 18
Name: KIDS       Value: 17
Name: ALCOHOL       Value: 17
Name: OREGON       Value: 17
Name: OPTIONS       Value: 17
Name: VIRTUA       Value: 17
Name: ASC       Value: 17
Name: SPECIAL       Value: 17
Name: KORT       Value: 17
Name: MDPA       Value: 17
Name: ROSE       Value: 17
Name: GATEWAY       Value: 17
Name: SQUARE       Value: 17
Name: INFINIA       Value: 17
Name: INTEGRIS       Value: 17
Name: ANTHONY       Value: 17
Name: PAVILION       Value: 17
Name: LANCASTER       Value: 17
Name: BLUE       Value: 17
Name: COVENANT       Value: 17
Name: CARROLL       Value: 17
Name: MEXICO       Value: 17
Name: ARTHRITIS       Value: 17
Name: DEL       Value: 17
Name: CHRISTI       Value: 16
Name: EXTENDED       Value: 16
Name: EVERGREEN       Value: 16
Name: CONSORTIUM       Value: 16
Name: SPRING       Value: 16
Name: MORGAN       Value: 16
Name: CHARLESTON       Value: 16
Name: INITIATIVES       Value: 16
Name: LAFAYETTE       Value: 16
Name: X       Value: 16
Name: RESEARCH       Value: 16
Name: AUSTIN       Value: 16
Name: HOWARD       Value: 16
Name: HEARTLAND       Value: 16
Name: DUKE       Value: 16
Name: HR       Value: 16
Name: GLEN       Value: 16
Name: OPTOMETRIC       Value: 16
Name: LEE       Value: 16
Name: LAKELAND       Value: 16
Name: US       Value: 16
Name: TRANSPORTATION       Value: 16
Name: PG       Value: 16
Name: SPT       Value: 16
Name: ALLEN       Value: 16
Name: RAY       Value: 16
Name: PEACE       Value: 16
Name: CREST       Value: 16
Name: DEVELOPMENT       Value: 16
Name: KISMET       Value: 16
Name: MARIA       Value: 16
Name: PSYCHOLOGICAL       Value: 16
Name: ALTOONA       Value: 16
Name: HIGHLANDS       Value: 16
Name: INTERNATIONAL       Value: 16
Name: REGION       Value: 16
Name: AGH       Value: 16
Name: MINNESOTA       Value: 16
Name: TREASURER       Value: 16
Name: DAYTON       Value: 15
Name: GARY       Value: 15
Name: O       Value: 15
Name: SPEECH       Value: 15
Name: HUDSON       Value: 15
Name: AMERICARE       Value: 15
Name: COMMONWEALTH       Value: 15
Name: INN       Value: 15
Name: STEP       Value: 15
Name: WOMEN       Value: 15
Name: DISORDERS       Value: 15
Name: TRANSCARE       Value: 15
Name: CARING       Value: 15
Name: CALCASIEU       Value: 15
Name: SANFORD       Value: 15
Name: SPECTRUM       Value: 15
Name: LIMA       Value: 15
Name: INLAND       Value: 15
Name: APPALACHIAN       Value: 15
Name: CAPITAL       Value: 15
Name: BUY       Value: 15
Name: V       Value: 15
Name: WESTSIDE       Value: 15
Name: SURGICARE       Value: 15
Name: PORT       Value: 15
Name: EASTER       Value: 15
Name: LUBBOCK       Value: 15
Name: PHARMACIES       Value: 15
Name: GEORGE       Value: 15
Name: LIVINGSTON       Value: 15
Name: ABILENE       Value: 15
Name: PIONEER       Value: 15
Name: LIMB       Value: 15
Name: CONSULTING       Value: 15
Name: DANIEL       Value: 15
Name: ROSA       Value: 15
Name: ELIZABETH       Value: 15
Name: INVESTORS       Value: 15
Name: THERAPEUTIC       Value: 15
Name: VANTAGE       Value: 15
Name: ELK       Value: 15
Name: JONES       Value: 14
Name: PUTNAM       Value: 14
Name: FOUNTAIN       Value: 14
Name: SALUD       Value: 14
Name: ANESTHESIOLOGY       Value: 14
Name: CASCADE       Value: 14
Name: ULTRA       Value: 14
Name: PREFERRED       Value: 14
Name: METROPOLITAN       Value: 14
Name: JHU       Value: 14
Name: OPERATIONS       Value: 14
Name: LOURDES       Value: 14
Name: LAKESIDE       Value: 14
Name: THRIFTWAY       Value: 14
Name: Y       Value: 14
Name: DENVER       Value: 14
Name: SCHOOL       Value: 14
Name: AUDIOLOGY       Value: 14
Name: SALES       Value: 14
Name: GUTHRIE       Value: 14
Name: OAKLAND       Value: 14
Name: CROSS       Value: 14
Name: COMMUNITIES       Value: 14
Name: PETER       Value: 14
Name: WOODLAND       Value: 14
Name: LOGAN       Value: 14
Name: CHILDREN       Value: 14
Name: MASON       Value: 14
Name: INTERVENTIONAL       Value: 14
Name: GERIATRIC       Value: 14
Name: VERNON       Value: 14
Name: CDPH       Value: 14
Name: PENINSULA       Value: 14
Name: PROPERTIES       Value: 14
Name: PIEDMONT       Value: 14
Name: ASCENSION       Value: 14
Name: CLINTON       Value: 14
Name: SSM       Value: 14
Name: UROLOGIC       Value: 14
Name: UPMC       Value: 13
Name: TO       Value: 13
Name: HANOVER       Value: 13
Name: EPISCOPAL       Value: 13
Name: SOMERSET       Value: 13
Name: CLARK       Value: 13
Name: FOREST       Value: 13
Name: ASHLAND       Value: 13
Name: MEMPHIS       Value: 13
Name: HOLDINGS       Value: 13
Name: LABETTE       Value: 13
Name: AUBURN       Value: 13
Name: STEPHEN       Value: 13
Name: CALDWELL       Value: 13
Name: PASO       Value: 13
Name: LOUIS       Value: 13
Name: FRAZIER       Value: 13
Name: SCOTTSDALE       Value: 13
Name: FOUR       Value: 13
Name: MITCHELL       Value: 13
Name: HILLCREST       Value: 13
Name: CORNER       Value: 13
Name: SVCS       Value: 13
Name: MANHATTAN       Value: 13
Name: FEAR       Value: 13
Name: ESSENT       Value: 13
Name: RONALD       Value: 13
Name: NEXT       Value: 13
Name: CATARACT       Value: 13
Name: RADIOLOGISTS       Value: 13
Name: SURRY       Value: 13
Name: BEDFORD       Value: 13
Name: AFFILIATES       Value: 13
Name: MILLENNIUM       Value: 13
Name: CHESAPEAKE       Value: 13
Name: MISSISSIPPI       Value: 13
Name: HENDRICK       Value: 13
Name: SPECIALTIES       Value: 13
Name: GENESIS       Value: 13
Name: HARRISON       Value: 13
Name: CAMERON       Value: 13
Name: SCAN       Value: 13
Name: SPECIALIST       Value: 13
Name: TYLER       Value: 13
Name: JEFFREY       Value: 13
Name: POTOMAC       Value: 13
Name: PRIORITY       Value: 13
Name: RUSSELL       Value: 13
Name: CHI       Value: 13
Name: NORTHSIDE       Value: 13
Name: LEXINGTON       Value: 13
Name: GHC       Value: 13
Name: NOVANT       Value: 12
Name: MEDFORD       Value: 12
Name: FAIR       Value: 12
Name: BASS       Value: 12
Name: CASA       Value: 12
Name: PHD       Value: 12
Name: HEALING       Value: 12
Name: TEXOMA       Value: 12
Name: ACTIVE       Value: 12
Name: REST       Value: 12
Name: END       Value: 12
Name: FAYETTE       Value: 12
Name: COLON       Value: 12
Name: COMMISSION       Value: 12
Name: CINCINNATI       Value: 12
Name: KEYSTONE       Value: 12
Name: NEWPORT       Value: 12
Name: CAMBRIDGE       Value: 12
Name: PRECISION       Value: 12
Name: BLOOMFIELD       Value: 12
Name: PTR       Value: 12
Name: NYDIC       Value: 12
Name: HANDS       Value: 12
Name: MART       Value: 12
Name: BETHESDA       Value: 12
Name: INDEPENDENCE       Value: 12
Name: AFFILIATED       Value: 12
Name: BIG       Value: 12
Name: UNIVERSAL       Value: 12
Name: SEALS       Value: 12
Name: BLACK       Value: 12
Name: ILLIANA       Value: 12
Name: DISEASES       Value: 12
Name: READING       Value: 12
Name: PRIME       Value: 12
Name: SUNNYSIDE       Value: 12
Name: ORLEANS       Value: 12
Name: ESKATON       Value: 12
Name: BAYCARE       Value: 12
Name: CENTURY       Value: 12
Name: GRANT       Value: 12
Name: SUBURBAN       Value: 12
Name: NEUROSURGERY       Value: 12
Name: COLLIER       Value: 12
Name: OXFORD       Value: 12
Name: ANGELES       Value: 12
Name: CATHOLIC       Value: 12
Name: BILLING       Value: 12
Name: MN       Value: 12
Name: ANN       Value: 12
Name: PARENTHOOD       Value: 12
Name: BY       Value: 12
Name: LAKEWOOD       Value: 12
Name: PARKWAY       Value: 12
Name: MISSION       Value: 12
Name: VINCENT       Value: 12
Name: CITIES       Value: 12
Name: PATIENT       Value: 12
Name: FOX       Value: 12
Name: WILSON       Value: 12
Name: CORTLAND       Value: 12
Name: ESSEX       Value: 12
Name: SEELEY       Value: 12
Name: GREENWOOD       Value: 12
Name: PLANNED       Value: 12
Name: PROF       Value: 12
Name: FT       Value: 12
Name: BRUCE       Value: 11
Name: IV       Value: 11
Name: CAMPBELL       Value: 11
Name: BARNABAS       Value: 11
Name: CHESTER       Value: 11
Name: DIEGO       Value: 11
Name: MARK       Value: 11
Name: COUNTIES       Value: 11
Name: LABS       Value: 11
Name: WILLIAMS       Value: 11
Name: UNLIMITED       Value: 11
Name: DEVELOPMENTAL       Value: 11
Name: ONTARIO       Value: 11
Name: PRO       Value: 11
Name: SUSAN       Value: 11
Name: OAKWOOD       Value: 11
Name: TENANT       Value: 11
Name: RICHMOND       Value: 11
Name: KING       Value: 11
Name: INVESTMENT       Value: 11
Name: MEDIC       Value: 11
